_id,user_id,created_at,followers_count,friends_count,protected,location,verified,listed_count,favourites_count,statuses_count,default_profile,default_profile_picture,bot
breannabarrs,2823218440,Sat Oct 11 17:30:05 +0000 2014,3329,326,0,1,1,1,4897,5149,0,0,0
dottiehudson,388627030,Tue Oct 11 02:19:49 +0000 2011,4107,985,0,1,1,1,17645,2357,0,0,0
donttrythis,15661871,Wed Jul 30 15:55:46 +0000 2008,1351323,727,0,1,1,1,2641,28425,0,0,0
UnCabaret,438799429,Sat Dec 17 01:27:47 +0000 2011,14448,12321,0,1,1,1,7403,8572,0,0,0
matthewmercer,24630350,Mon Mar 16 02:01:17 +0000 2009,475402,1243,0,1,1,1,87357,21547,0,0,0
bncmusic,76792854,Wed Sep 23 23:34:55 +0000 2009,5398,1258,0,1,1,1,3120,4850,0,0,0
CallaghanPeter,56471377,Mon Jul 13 19:42:59 +0000 2009,7165,2340,0,1,1,1,2952,25105,0,0,0
SenatorLeahy,242836537,Tue Jan 25 18:20:07 +0000 2011,184824,2572,0,1,1,1,120,15030,0,0,0
jillathrilla,46260557,Wed Jun 10 23:46:50 +0000 2009,3237,1637,0,1,1,1,26509,12965,0,0,0
Snduhukire,274925909,Thu Mar 31 08:52:28 +0000 2011,126980,2078,0,1,1,1,3793,32952,0,0,0
catBrahic,21082047,Tue Feb 17 11:39:36 +0000 2009,4247,571,0,1,1,1,422,2177,0,0,0
saddlecreek,17325823,Tue Nov 11 23:54:23 +0000 2008,27820,147,0,1,1,1,8961,8338,0,0,0
whohahadotcom,3281098886,Thu Jul 16 00:53:58 +0000 2015,12237,2456,0,0,1,0,17642,7266,0,0,0
IndiaTodayFLASH,1073676020,Wed Jan 09 12:46:38 +0000 2013,1107407,118,0,0,1,0,136,223379,0,0,0
BrookingsInst,151106990,Wed Jun 02 16:28:27 +0000 2010,365521,4403,0,1,1,1,1637,87847,0,0,0
seth_leitman,23431221,Mon Mar 09 12:55:06 +0000 2009,62287,16102,0,1,1,1,36176,48561,0,0,0
InvestorsLive,15971805,Sun Aug 24 19:26:30 +0000 2008,99461,133,0,1,1,1,2455,106956,0,0,0
johnmccaa,18517380,Wed Dec 31 21:58:49 +0000 2008,21439,8896,0,1,1,1,3040,41219,0,0,0
everywhereist,30409200,Sat Apr 11 05:57:44 +0000 2009,97365,541,0,0,1,0,4735,61533,0,0,0
SujataTV,151192336,Wed Jun 02 20:55:49 +0000 2010,4166,3212,0,1,1,1,1918,11225,0,0,0
Anna_Merriman,624936294,Mon Jul 02 17:43:46 +0000 2012,973,531,0,1,1,1,7626,5047,0,0,0
courtneymabeus,33903787,Tue Apr 21 13:34:10 +0000 2009,2208,3513,0,1,1,1,9417,10176,0,0,0
RebeccaEvansAM,294756257,Sat May 07 18:19:35 +0000 2011,9467,2814,0,1,1,1,21424,13827,1,0,0
CTATech,17816420,Tue Dec 02 19:49:06 +0000 2008,92358,3318,0,1,1,1,984,24997,0,0,0
JoeBoyd,14538033,Sat Apr 26 01:39:29 +0000 2008,3005,983,0,1,1,1,4417,7024,0,0,0
PLinIsrael,529250880,Mon Mar 19 09:38:57 +0000 2012,4187,479,0,1,1,1,1565,8675,0,0,0
nbcwashington,14980820,Mon Jun 02 15:06:38 +0000 2008,297270,1629,0,1,1,1,5822,244789,0,0,0
TheJackColeman,1952721812,Thu Oct 10 22:06:26 +0000 2013,19632,307,0,0,1,0,3223,2911,1,0,0
dpgushee,107773039,Sat Jan 23 17:46:09 +0000 2010,5955,180,0,1,1,1,330,5480,0,0,0
RonanFarrow,340613443,Sat Jul 23 00:15:26 +0000 2011,810029,4184,0,1,1,1,15146,10128,0,0,0
JP21Reasons,207662296,Mon Oct 25 19:49:31 +0000 2010,21566,409,0,0,1,0,393,32151,0,0,0
allywalker1,309315112,Wed Jun 01 22:01:33 +0000 2011,26312,3517,0,1,1,1,36458,59327,0,0,0
KHobertFlynn,143430896,Thu May 13 12:59:19 +0000 2010,2949,2319,0,1,1,1,589,3490,0,0,0
Pocket,27530178,Sun Mar 29 23:24:25 +0000 2009,158284,307,0,1,1,1,2696,4687,0,0,0
Sam_Frizell,191049947,Wed Sep 15 13:59:49 +0000 2010,2896,923,0,0,1,0,3374,4973,1,0,0
JadeNovah,27877866,Tue Mar 31 14:15:36 +0000 2009,37243,1241,0,1,1,1,2810,35263,0,0,0
tancredipalmeri,167704836,Sat Jul 17 07:54:42 +0000 2010,178441,2054,0,1,1,1,5697,165638,1,0,0
meemalee,17706519,Fri Nov 28 11:48:06 +0000 2008,11441,1012,0,1,1,1,57513,121995,0,0,0
FPRI,65141130,Wed Aug 12 19:55:27 +0000 2009,11556,8810,0,1,1,1,806,16023,0,0,0
andangelo15,252858879,Wed Feb 16 02:00:58 +0000 2011,1291,1361,0,1,1,1,8286,12861,0,0,0
psychicmediumje,131609541,Sat Apr 10 20:01:18 +0000 2010,116224,464,0,1,1,1,50417,31785,0,0,0
michellevisage,16402111,Mon Sep 22 11:19:54 +0000 2008,503055,1903,0,1,1,1,1424,123074,0,0,0
Vikings,25545388,Fri Mar 20 18:02:36 +0000 2009,1285614,467,0,0,1,0,3326,48180,0,0,0
PhanArt,15940833,Fri Aug 22 03:18:19 +0000 2008,10464,3126,0,1,1,1,20232,89972,0,0,0
HappyWoman9,53496184,Fri Jul 03 20:55:00 +0000 2009,57402,1261,0,1,1,1,13379,4757,0,0,0
EoinBearla,61516240,Thu Jul 30 15:32:32 +0000 2009,15363,4004,0,1,1,1,18896,39944,0,0,0
jenbrea,15522308,Mon Jul 21 23:17:27 +0000 2008,19009,1668,0,1,1,1,11151,25704,1,0,0
AlysonRosenfeld,75563288,Sat Sep 19 14:44:39 +0000 2009,13842,1252,0,1,1,1,79677,4437,0,0,0
KristineFrazao,15975951,Mon Aug 25 02:20:55 +0000 2008,3155,1046,0,1,1,1,2127,4599,0,0,0
MonicaBrown,43214455,Thu May 28 22:37:17 +0000 2009,1805452,664,0,0,1,0,13,33153,0,0,0
SahaR_bei,720680905,Fri Jul 27 18:56:11 +0000 2012,23394,133,0,1,1,1,13999,30176,0,0,0
neilmeron,210876407,Mon Nov 01 17:17:22 +0000 2010,56382,1538,0,0,1,0,1725,3326,0,0,0
sanjukta,7370332,Tue Jul 10 12:09:56 +0000 2007,22465,1859,0,1,1,1,9144,78349,0,0,0
rolandscahill,19865053,Sun Feb 01 16:39:27 +0000 2009,170507,21161,0,1,1,1,207560,62888,1,0,0
RepTerriSewell,381152398,Tue Sep 27 20:47:50 +0000 2011,35224,4258,0,1,1,1,406,5431,0,0,0
GloriaAlvarez85,145741832,Wed May 19 19:19:28 +0000 2010,252725,958,0,1,1,1,2378,49573,0,0,0
OutnumberedOT,912759481766957057,Tue Sep 26 19:23:13 +0000 2017,12051,399,0,1,1,1,113,1980,1,0,0
edithbrou,25069385,Wed Mar 18 13:14:30 +0000 2009,152974,7822,0,1,1,1,13339,109793,0,0,0
MelissaSantos1,101043870,Fri Jan 01 19:43:20 +0000 2010,7443,1264,0,1,1,1,9211,25076,0,0,0
KellyAuCoin77,21169078,Wed Feb 18 04:32:41 +0000 2009,23127,7559,0,1,1,1,72151,21567,0,0,0
beebea,25161054,Wed Mar 18 21:37:21 +0000 2009,3430,978,0,1,1,1,6082,5422,0,0,0
KristinBauerTV,849578563,Thu Sep 27 16:47:56 +0000 2012,1283,332,0,1,1,1,1837,2281,0,0,0
kmc1213,16474698,Fri Sep 26 20:57:44 +0000 2008,2453,3379,0,1,1,1,35800,18530,0,0,0
ErwanLeCorre,30182005,Fri Apr 10 07:37:59 +0000 2009,18057,722,0,1,1,1,8821,19131,0,0,0
Jason_Chatfield,6218752,Tue May 22 03:22:02 +0000 2007,6244,3495,0,1,1,1,8871,167,0,0,0
houseofbuddy,52173465,Mon Jun 29 20:13:21 +0000 2009,4421,4564,0,1,1,1,1165,9392,0,0,0
KCTVDani,789959876,Wed Aug 29 19:05:24 +0000 2012,12139,1983,0,1,1,1,12274,32037,0,0,0
JarettSays,17468528,Tue Nov 18 19:13:32 +0000 2008,78115,3748,0,1,1,1,40897,110597,0,0,0
FOREXcom,20243744,Fri Feb 06 15:21:18 +0000 2009,141888,110,0,0,1,0,133,42934,0,0,0
nickpwing,83788240,Tue Oct 20 07:07:45 +0000 2009,10582,1558,0,1,1,1,1503,15205,1,0,0
brothersosborne,618674871,Tue Jun 26 01:09:54 +0000 2012,158457,102,0,1,1,1,12739,11253,0,0,0
VictoriaCraig,21269694,Thu Feb 19 02:53:53 +0000 2009,4535,1281,0,1,1,1,1089,12852,0,0,0
banditelli,16397938,Mon Sep 22 01:38:12 +0000 2008,9568,501,0,1,1,1,99,176692,0,0,0
Telemundo39,39578447,Tue May 12 19:48:07 +0000 2009,9734,402,0,1,1,1,893,55506,0,0,0
allanbrocka,19921215,Mon Feb 02 18:31:12 +0000 2009,46970,1107,0,1,1,1,66541,27180,0,0,0
RebeccaManzoni,140560637,Wed May 05 20:37:12 +0000 2010,28927,1328,0,1,1,1,5778,10519,1,0,0
Svengoolie,257599952,Fri Feb 25 19:40:50 +0000 2011,38442,1436,0,1,1,1,17997,11158,0,0,0
pj77in,88136400,Sat Nov 07 07:16:16 +0000 2009,4629,230,0,1,1,1,1436,2599,0,0,0
AngusMacNeilSNP,46609085,Fri Jun 12 08:04:48 +0000 2009,31733,1538,0,1,1,1,9919,92453,1,0,0
EwanMacKenna,242759237,Tue Jan 25 14:46:59 +0000 2011,29200,1709,0,1,1,1,35577,76884,0,0,0
ProfTimBale,205376780,Wed Oct 20 18:53:21 +0000 2010,21289,2157,0,1,1,1,8839,39019,1,0,0
dhanyarajendran,60843563,Tue Jul 28 07:42:48 +0000 2009,193439,2657,0,1,1,1,5479,92090,0,0,0
jacquereid,22416023,Sun Mar 01 22:31:44 +0000 2009,51888,1496,0,1,1,1,8327,49925,0,0,0
radleybalko,15816595,Tue Aug 12 01:08:06 +0000 2008,79378,1873,0,1,1,1,13378,44037,0,0,0
TomCottonAR,343041182,Tue Jul 26 23:57:10 +0000 2011,76061,0,0,1,1,1,0,4397,0,0,0
John_Rhode,253142796,Wed Feb 16 16:58:56 +0000 2011,4093,1076,0,1,1,1,14485,19431,0,0,0
danreilly11,11251362,Mon Dec 17 16:11:38 +0000 2007,5786,1220,0,1,1,1,8260,48385,0,0,0
BBCNewsPR,1157734974,Thu Feb 07 17:21:23 +0000 2013,28005,1102,0,1,1,1,954,8753,0,0,0
CEVolleyball,2833658343,Thu Oct 16 09:03:53 +0000 2014,38220,690,0,1,1,1,9554,15971,0,0,0
JeffEisenband,239575120,Mon Jan 17 23:15:21 +0000 2011,9174,4907,0,1,1,1,70390,82318,1,0,0
SaharHGhazi,123692265,Tue Mar 16 23:09:38 +0000 2010,24727,3342,0,1,1,1,2700,12383,0,0,0
BishopGarrison,92996555,Fri Nov 27 16:11:08 +0000 2009,2202,953,0,1,1,1,17073,5956,0,0,0
ronitaylor,15887449,Mon Aug 18 02:10:37 +0000 2008,18695,8219,0,1,1,1,71733,30476,0,0,0
tableau,14792516,Fri May 16 00:19:29 +0000 2008,133577,2653,0,1,1,1,10885,24006,0,0,0
abhisar_sharma,56627441,Tue Jul 14 06:32:34 +0000 2009,494137,297,0,1,1,1,21547,34110,1,0,0
DavidMRolf,386135734,Thu Oct 06 18:36:20 +0000 2011,11212,2360,0,1,1,1,2378,4531,0,0,0
kristindonnelly,28713695,Sat Apr 04 01:58:15 +0000 2009,8323,1523,0,1,1,1,1604,11608,0,0,0
KendraWrites,191074329,Wed Sep 15 15:06:41 +0000 2010,10479,2243,0,1,1,1,20849,14351,0,0,0
Beth_Troutman,362746034,Fri Aug 26 22:39:09 +0000 2011,6982,1399,0,1,1,1,6583,3343,0,0,0
HBAdventure,17079694,Fri Oct 31 02:58:55 +0000 2008,2172,2394,0,1,1,1,44798,102537,0,0,0
JustinCMAdams,470368043,Sat Jan 21 17:49:40 +0000 2012,5131,2842,0,1,1,1,3481,5820,0,0,0
ChristopherRenz,110798856,Tue Feb 02 20:29:30 +0000 2010,5845,863,0,1,1,1,13499,265,0,0,0
seankmckeever,122193273,Thu Mar 11 22:44:44 +0000 2010,6488,1209,0,1,1,1,51589,5578,0,0,0
dcbigjohn,222622640,Fri Dec 03 23:26:47 +0000 2010,53907,3649,0,1,1,1,29247,68701,0,0,0
Captaleks,570436252,Fri May 04 01:29:07 +0000 2012,13910,866,0,1,1,1,13121,6404,1,0,0
PFLAG,59502660,Thu Jul 23 15:53:08 +0000 2009,74161,4604,0,1,1,1,8556,10388,0,0,0
partyfavormusic,436079352,Tue Dec 13 19:25:22 +0000 2011,37820,773,0,1,1,1,27783,15764,0,0,0
tdmrussell,104340042,Wed Jan 13 01:41:28 +0000 2010,4775,291,0,1,1,1,19515,26135,0,0,0
CaptMarciano,543941240,Tue Apr 03 03:32:04 +0000 2012,27239,2894,0,1,1,1,123122,41624,1,0,0
Rachel__Sarah,14269446,Mon Mar 31 20:56:21 +0000 2008,7396,2836,0,1,1,1,9184,8734,0,0,0
RobertLindsay,1530459984,Wed Jun 19 10:52:55 +0000 2013,43275,675,0,1,1,1,1996,8204,1,0,0
OCTaxCol,791788106,Thu Aug 30 15:08:20 +0000 2012,1061,455,0,1,1,1,771,2808,0,0,0
sujeevshakya,39916070,Thu May 14 03:22:02 +0000 2009,11528,419,0,1,1,1,10346,15873,0,0,0
marissanelson,15589386,Thu Jul 24 21:39:34 +0000 2008,4182,1369,0,1,1,1,2302,6578,0,0,0
FrankKnight,36420369,Wed Apr 29 17:42:54 +0000 2009,970,543,0,1,1,1,8749,9246,0,0,0
NewsNationTV,1039015705,Thu Dec 27 06:54:37 +0000 2012,130903,402,0,1,1,1,1839,258419,0,0,0
LesDaChef,248491362,Mon Feb 07 03:22:30 +0000 2011,54369,1112,0,1,1,1,1194,94498,0,0,0
DavidHains,27583042,Mon Mar 30 04:21:43 +0000 2009,9938,4703,0,1,1,1,7870,31265,0,0,0
thedailybeast,16012783,Wed Aug 27 15:24:02 +0000 2008,1219521,973,0,1,1,1,2980,287945,0,0,0
marinaomi,17884583,Fri Dec 05 00:28:00 +0000 2008,7374,992,0,1,1,1,54825,30028,0,0,0
CandaceBurnsTV,1639200440,Fri Aug 02 00:29:25 +0000 2013,2255,401,0,1,1,1,1904,6705,0,0,0
CandiceNBC12,2768807890,Sat Sep 13 10:54:09 +0000 2014,5087,933,0,1,1,1,4363,13410,0,0,0
MehrTarar,588587397,Wed May 23 19:02:46 +0000 2012,190154,914,0,1,1,1,5382,108425,0,0,0
rh_brown,18638557,Mon Jan 05 17:49:04 +0000 2009,4994,1735,0,1,1,1,1620,5900,0,0,0
MarkDeklin,543853470,Mon Apr 02 22:06:33 +0000 2012,11144,642,0,1,1,1,66698,1632,1,0,0
NadeenNews6,2384118506,Tue Mar 11 19:34:32 +0000 2014,2387,1249,0,1,1,1,2127,4808,1,0,0
terencecorcoran,282195067,Thu Apr 14 18:51:38 +0000 2011,7260,287,0,1,1,1,119,26946,1,0,0
RMenjivar5,2544198971,Tue May 13 01:33:19 +0000 2014,7546,369,0,1,1,1,5107,2163,1,0,0
butleru,11442512,Sat Dec 22 23:44:44 +0000 2007,35789,3627,0,1,1,1,12783,19401,0,0,0
BoldTV,911780719,Mon Oct 29 05:08:37 +0000 2012,67185,989,0,1,1,1,5560,18365,0,0,0
TCPalmHasert,119834114,Thu Mar 04 19:48:19 +0000 2010,964,321,0,1,1,1,426,8975,1,0,0
jessespector,16037600,Fri Aug 29 04:09:55 +0000 2008,29626,1230,0,1,1,1,52630,274851,0,0,0
HoustonChron,8940342,Mon Sep 17 22:42:49 +0000 2007,616805,499,0,1,1,1,455,201729,0,0,0
ACEducation,119235720,Wed Mar 03 01:55:25 +0000 2010,33892,4484,0,1,1,1,3743,12359,0,0,0
markondefense,389762109,Wed Oct 12 23:28:06 +0000 2011,5264,1513,0,1,1,1,524,14613,0,0,0
edenriegel,33545545,Mon Apr 20 15:17:37 +0000 2009,38197,355,0,1,1,1,17564,6647,1,0,0
FletcherWDSU,49538700,Mon Jun 22 04:41:21 +0000 2009,25194,8377,0,1,1,1,73014,80530,0,0,0
EddieGriffinCom,32643650,Fri Apr 17 22:59:53 +0000 2009,188368,1969,0,1,1,1,11685,13574,0,0,0
DavidLarter,377419742,Wed Sep 21 15:06:12 +0000 2011,9864,1480,0,1,1,1,23523,37805,0,0,0
SwinCash,24848784,Tue Mar 17 06:15:16 +0000 2009,63310,609,0,0,1,0,10329,44126,0,0,0
annie_parker,77487918,Sat Sep 26 14:33:42 +0000 2009,14814,1976,0,1,1,1,80891,47359,1,0,0
hseanbrock,35680393,Mon Apr 27 05:30:20 +0000 2009,65238,2288,0,1,1,1,1866,9304,0,0,0
ericajanes,17051264,Wed Oct 29 20:36:55 +0000 2008,3962,1538,0,1,1,1,11705,15905,0,0,0
MissBeaE,43078558,Thu May 28 09:23:24 +0000 2009,5433,2084,0,1,1,1,30245,95909,0,0,0
TroxyLondon,41408233,Wed May 20 17:47:44 +0000 2009,10080,2096,0,1,1,1,3381,7731,0,0,0
RuPaulsDragRace,70740986,Tue Sep 01 17:54:33 +0000 2009,939779,2832,0,0,1,0,32257,60764,0,0,0
BDayspring,21301933,Thu Feb 19 14:26:33 +0000 2009,15472,3672,0,0,1,0,2875,58301,0,0,0
Juliet_Shen,20282776,Fri Feb 06 23:40:34 +0000 2009,3483,2032,0,1,1,1,13243,2104,0,0,0
SugarmanSpeaks,22792780,Wed Mar 04 16:11:00 +0000 2009,19198,4246,0,1,1,1,9500,4289,0,0,0
Rwakakamba,70339630,Mon Aug 31 07:41:36 +0000 2009,19507,2148,0,1,1,1,12927,16405,0,0,0
rljourno,172788180,Fri Jul 30 16:21:51 +0000 2010,5049,2773,0,1,1,1,2781,12667,0,0,0
mirellytaylor,21187354,Wed Feb 18 11:24:16 +0000 2009,6847,678,0,1,1,1,4848,5282,0,0,0
ZakEbrahim,149013351,Fri May 28 05:29:33 +0000 2010,2693,682,0,0,1,0,2263,16547,0,0,0
jfritze,15973881,Sun Aug 24 22:56:20 +0000 2008,6177,1867,0,1,1,1,901,8490,0,0,0
Schultz975,95922614,Thu Dec 10 15:27:21 +0000 2009,13368,596,0,1,1,1,35710,30242,0,0,0
moneimpress,8283682,Sun Aug 19 12:43:35 +0000 2007,99240,2510,0,1,1,1,5792,52187,0,0,0
GiannoCaldwell,2283960169,Thu Jan 09 18:30:47 +0000 2014,29216,515,0,1,1,1,7065,10419,1,0,0
AdelTWL,25649727,Sat Mar 21 06:39:36 +0000 2009,135381,133,0,1,1,1,9825,19345,0,0,0
FSIStanford,221858588,Wed Dec 01 20:24:33 +0000 2010,11420,1136,0,1,1,1,2768,12912,0,0,0
RealEmber,351667869,Tue Aug 09 15:40:22 +0000 2011,1423,51,0,1,1,1,2013,19609,0,0,0
Freddygray31,360866586,Tue Aug 23 21:58:34 +0000 2011,4908,1233,0,1,1,1,1331,4712,1,0,0
MazMHussain,84816752,Sat Oct 24 10:35:28 +0000 2009,73862,852,0,1,1,1,26447,17270,0,0,0
BostonAbrams,14499468,Wed Apr 23 19:33:18 +0000 2008,3729,1202,0,1,1,1,2186,15087,0,0,0
nbc15_madison,16456004,Thu Sep 25 19:19:06 +0000 2008,54632,3544,0,1,1,1,1563,97523,0,0,0
sacca,586,Thu Jul 13 09:05:49 +0000 2006,1669241,1004,0,1,1,1,301974,71148,0,0,0
AdamHerbets,717100525,Thu Jul 26 01:02:57 +0000 2012,4503,3180,0,1,1,1,1533,7831,0,0,0
maskedscheduler,16986563,Sun Oct 26 21:56:36 +0000 2008,10083,409,0,1,1,1,5366,56958,0,0,0
ENinaRothe,18193849,Wed Dec 17 17:24:55 +0000 2008,4566,1993,0,1,1,1,4145,15057,0,0,0
eugenegu,65497475,Thu Aug 13 23:16:22 +0000 2009,274722,5557,0,1,1,1,51486,11348,1,0,0
heatherscope,78694788,Wed Sep 30 20:02:16 +0000 2009,16997,1736,0,1,1,1,10830,18899,0,0,0
strollerincity,262271317,Mon Mar 07 18:36:51 +0000 2011,18348,2801,0,1,1,1,6222,37299,0,0,0
StefWKight,1069811420,Tue Jan 08 02:52:03 +0000 2013,2895,899,0,1,1,1,945,4655,0,0,0
russrusso,47490022,Tue Jun 16 00:23:20 +0000 2009,3780,626,0,1,1,1,12160,19423,0,0,0
jttozer,92889936,Fri Nov 27 03:03:23 +0000 2009,2753,1308,0,1,1,1,2353,9689,0,0,0
zurichfilmfest,123641728,Tue Mar 16 19:17:23 +0000 2010,6986,1267,0,1,1,1,1740,5238,0,0,0
jordanrosstv,38867536,Sat May 09 15:10:06 +0000 2009,4166,941,0,1,1,1,9961,26976,0,0,0
AndrewPaulJoyce,307434638,Sun May 29 16:43:14 +0000 2011,2926,2194,0,1,1,1,7085,7974,0,0,0
charlesjkenny,245031486,Sun Jan 30 18:26:45 +0000 2011,21896,440,0,1,1,1,8608,21844,1,0,0
stevelackmeyer,21352349,Thu Feb 19 23:28:46 +0000 2009,17850,1242,0,1,1,1,15196,136684,0,0,0
McKennaEubank,272633657,Sat Mar 26 21:42:07 +0000 2011,980,854,0,1,1,1,1853,5966,0,0,0
LaraMoritzKMBC,35553764,Sun Apr 26 20:19:22 +0000 2009,9141,2787,0,1,1,1,4072,19749,1,0,0
leeferran,22151966,Fri Feb 27 15:43:04 +0000 2009,3199,4687,0,0,1,0,657,8475,0,0,0
ashmaurya,14079471,Tue Mar 04 19:32:33 +0000 2008,40792,114,0,1,1,1,12638,7951,0,0,0
JimHightower,22652566,Tue Mar 03 18:01:02 +0000 2009,10465,299,0,1,1,1,482,2856,0,0,0
muradahmed,14123689,Tue Mar 11 14:23:21 +0000 2008,15381,2184,0,1,1,1,631,13152,0,0,0
TransLifeline,2797166390,Mon Sep 08 03:28:05 +0000 2014,12503,1398,0,1,1,1,5585,3579,0,0,0
davidrobots,16535125,Tue Sep 30 21:24:51 +0000 2008,1993,629,0,1,1,1,19974,332,1,0,0
BoutrousTed,1130070541,Tue Jan 29 04:46:16 +0000 2013,17731,1691,0,1,1,1,4180,3510,1,0,0
J_Insider,626533732,Wed Jul 04 15:07:31 +0000 2012,4891,1100,0,0,1,0,2920,16005,0,0,0
morraam,7661842,Mon Jul 23 16:05:51 +0000 2007,7611,3737,0,1,1,1,10568,13284,0,0,0
ElizabethMcGov,282647169,Fri Apr 15 16:28:26 +0000 2011,68241,253,0,0,1,0,1968,1997,1,0,0
johncolucci,23033882,Fri Mar 06 05:12:51 +0000 2009,8382,1599,0,1,1,1,45834,54953,0,0,0
owen_g,11254852,Mon Dec 17 17:22:52 +0000 2007,52451,6602,0,1,1,1,6754,48516,0,0,0
strandbookstore,7436592,Thu Jul 12 19:33:02 +0000 2007,137897,1800,0,1,1,1,16373,21027,0,0,0
marcocappato,128870883,Fri Apr 02 13:01:23 +0000 2010,33356,239,0,1,1,1,12999,12994,0,0,0
orlandorios,32711332,Sat Apr 18 01:30:00 +0000 2009,880,361,0,1,1,1,318,2216,0,0,0
kesterbrewin,37292495,Sat May 02 21:57:18 +0000 2009,3308,253,0,1,1,1,3774,18535,0,0,0
plymouthart,22651270,Tue Mar 03 17:49:31 +0000 2009,8465,1575,0,1,1,1,4561,10672,0,0,0
MarkWillsMusic,27139045,Sat Mar 28 00:34:02 +0000 2009,69475,884,0,1,1,1,11495,9657,0,0,0
japhygrant,8557,Wed Oct 11 19:51:10 +0000 2006,3207,122,0,1,1,1,8901,15191,0,0,0
jgv,7654892,Mon Jul 23 08:25:37 +0000 2007,2782,723,0,1,1,1,36360,593,0,0,0
andreactually,258338711,Sun Feb 27 14:02:13 +0000 2011,10617,4457,0,1,1,1,20195,19903,0,0,0
BlaiseGomez12,1425748765,Mon May 13 15:26:48 +0000 2013,3838,267,0,0,1,0,1651,5935,1,0,0
RebeccaMorin_,1561900206,Tue Jul 02 01:45:23 +0000 2013,2970,1035,0,1,1,1,6571,15655,0,0,0
Emmerschmidt,38184280,Wed May 06 14:08:38 +0000 2009,2224,1830,0,1,1,1,3220,915,0,0,0
SPhillipsAB,43280157,Fri May 29 05:33:35 +0000 2009,11969,1557,0,1,1,1,8977,1043,0,0,0
CaiGriffiths,21927348,Wed Feb 25 22:12:30 +0000 2009,11886,591,0,1,1,1,13515,42445,0,0,0
sumitkashyapjha,43407467,Fri May 29 20:54:26 +0000 2009,12022,566,0,1,1,1,38029,116085,0,0,0
jaydestro,15664858,Wed Jul 30 19:34:43 +0000 2008,5181,1000,0,1,1,1,44450,67000,0,0,0
nogoyo,2339601,Mon Mar 26 19:10:21 +0000 2007,928,316,0,1,1,1,1528,1894,0,0,0
Jillrosen,15566123,Wed Jul 23 16:24:20 +0000 2008,3586,1611,0,1,1,1,3323,5302,0,0,0
NationalNurses,21146733,Tue Feb 17 23:38:56 +0000 2009,41425,2855,0,1,1,1,8900,24249,0,0,0
etkeld,7857542,Tue Jul 31 20:16:03 +0000 2007,3858,1463,0,1,1,1,43275,31946,0,0,0
SabatucciEU,575388640,Wed May 09 14:10:48 +0000 2012,3381,306,0,1,1,1,5494,5850,1,0,0
JennyWCVB,48988950,Sat Jun 20 11:59:00 +0000 2009,3646,1930,0,1,1,1,6487,10523,0,0,0
JavierBlas,1647573157,Mon Aug 05 11:08:00 +0000 2013,55656,1163,0,1,1,1,21307,34331,1,0,0
marcsavard,19786122,Fri Jan 30 20:21:17 +0000 2009,4212,113,0,1,1,1,3276,13785,0,0,0
IamRicoLove,92443366,Wed Nov 25 04:08:32 +0000 2009,199777,8512,0,1,1,1,53705,31699,0,0,0
BakariSavage,16908369,Wed Oct 22 16:38:33 +0000 2008,2162,2097,0,0,1,0,1496,3042,0,0,0
KatyTurNBC,39000115,Sun May 10 05:02:51 +0000 2009,633969,1509,0,1,1,1,10632,26267,1,0,0
Ditti33,319916258,Sun Jun 19 00:08:22 +0000 2011,2230,2314,0,1,1,1,74437,67987,0,0,0
artdetective,24751910,Mon Mar 16 19:32:34 +0000 2009,14409,1879,0,1,1,1,4651,7524,1,0,0
bonniegillespie,11738772,Wed Jan 02 03:13:10 +0000 2008,32176,57,0,1,1,1,2639,54259,0,0,0
perludem,505632711,Mon Feb 27 08:21:55 +0000 2012,16260,1070,0,1,1,1,1135,24308,0,0,0
mfragedakis,292968229,Wed May 04 14:54:53 +0000 2011,8511,1153,0,1,1,1,2262,7594,0,0,0
rozathun,284067858,Mon Apr 18 15:22:07 +0000 2011,34023,847,0,0,1,0,9701,12159,0,0,0
_Stephen_Adams,488717668,Fri Feb 10 19:24:13 +0000 2012,1078,2320,0,1,1,1,1144,4779,0,0,0
MarkStitz,82529146,Thu Oct 15 03:28:18 +0000 2009,1348,448,0,1,1,1,1467,9173,1,0,0
Schrader_Adam,460655639,Wed Jan 11 00:16:38 +0000 2012,3925,1359,0,1,1,1,30531,31901,0,0,0
tweetsoutloud,61306578,Wed Jul 29 21:56:58 +0000 2009,121492,821,0,1,1,1,14626,19950,0,0,0
sarahcpr,14642495,Sat May 03 23:30:29 +0000 2008,49941,2099,0,1,1,1,117771,30824,0,0,0
TheJakeChoi,216889727,Thu Nov 18 00:23:33 +0000 2010,10776,353,0,1,1,1,39610,13292,0,0,0
WilliamJDobson,241137695,Fri Jan 21 15:11:45 +0000 2011,5520,918,0,0,1,0,849,6077,1,0,0
txst,64826699,Tue Aug 11 21:19:45 +0000 2009,90782,242,0,1,1,1,15077,32816,0,0,0
peterjblack,754714,Mon Feb 05 04:29:53 +0000 2007,11189,2606,0,1,1,1,5632,192186,1,0,0
everydaycaitlin,36376606,Wed Apr 29 14:56:50 +0000 2009,3898,1199,0,1,1,1,20708,18150,0,0,0
fieldreport,412518234,Mon Nov 14 19:58:50 +0000 2011,4095,2170,0,1,1,1,3725,6505,0,0,0
